Prospect Id,First Name,Last Name,Email,Company,Last Activity Date,Campaign,Score,Grade,Job Title,Department,Country,City,Source,Industry,Do Not Email,Created Date,Owner,Lifecycle Stage,Created by Marketing
4361285,,,test@demo.com,Testing,31/12/2021,Event Marketing,177,,Tester,,,,,,,03/03/2021,,2.) MQL,TRUE
4031611,Alexandrea,Herman,alexandrea.herman@example.com,Lehner Group,01/01/2022,Social Media Marketing,177,A,CFO,Finance,United Kingdom,London,Twitter,Construction,,03/03/2021,,2.) MQL,TRUE
4030641,Tessie,Tremblay,tessie.tremblay@example.com,Rau-Moore,19/12/2021,Website,176,B,Product Marketing Manager,Marketing,United States,Baltimore,,Retail,,03/03/2021,,2.) MQL,TRUE
4031049,Jacquelyn,Schaden,jacquelyn.schaden@example.com,Schamberger-Kunze,31/12/2021,Social Media Marketing,176,B+,COO,Operations,United States,Cleveland,linkedin,Food Services,,03/03/2021,,2.) MQL,FALSE
4031183,Kenyon,Leannon,kenyon.leannon@example.com,Prosacco PLC,21/12/2021,Email Marketing,176,B+,VP of Sales,Sales,United States,Cincinnati,,Hospitality,,03/03/2021,,2.) MQL,FALSE
4031277,Robyn,Sawayn,robyn.sawayn@example.com,King PLC,26/12/2021,Referral Program,176,B,Sales Engineer,Sales,Australia,Sydney,,Hospitality,,03/03/2021,,2.) MQL,TRUE
4031955,Laron,Conroy,laron.conroy@example.com,"Breitenberg, Bailey and Tremblay",31/12/2021,Referral Program,176,B+,VP of Marketing,Marketing,United States,Providence,,Education,,03/03/2021,,2.) MQL,TRUE
4032187,Myrtis,Greenfelder,myrtis.greenfelder@example.com,Johns Ltd,01/01/2022,Website,176,C-,CTO,Engineering,Canada,Edmonton,,Construction,,03/03/2021,,2.) MQL,TRUE
4031625,Dorris,Stanton,dorris.stanton@example.com,"Ankunding, Runte and Wisozk",24/12/2021,Website,176,A,CEO,Operations,Canada,Vancouver,,Transportation,,03/03/2021,,2.) MQL,TRUE
4031677,Krista,Christiansen,krista.christiansen@example.com,"Lynch, Lindgren and Rolfson",26/12/2021,Referral Program,175,B,Marketing Director,Marketing,United States,Chicago,,Telecommunications,,03/03/2021,,2.) MQL,TRUE
4031803,Judah,Kreiger,judah.kreiger@example.com,Keeling LLC,14/12/2021,Referral Program,175,C+,Marketing Manager,Marketing,United States,Oklahoma City,,Arts & Entertainment,,03/03/2021,,2.) MQL,TRUE
4032201,Melvina,Hoeger,melvina.hoeger@example.com,Rice-Homenick,31/12/2021,Email Marketing,175,C+,Sales Representative,Sales,United States,Salt Lake City,,Education,,03/03/2021,,2.) MQL,FALSE
4032561,Elenor,Mante,elenor.mante@example.com,Nienow PLC,01/01/2022,Website,175,B,Services Directors,Services,United Kingdom,Aberdeen,,Hospitality,,03/03/2021,,2.) MQL,TRUE
4030229,Arno,Mayer,arno.mayer@example.com,Reilly-Williamson,31/12/2021,Email Marketing,175,A+,CEO,Operations,United States,San Antonio,,Retail,,03/03/2021,,1.) PreMQL,TRUE
4031505,Serenity,Graham,serenity.graham@example.com,Will Inc,24/12/2021,AdWords,175,A+,CFO,Finance,Japan,Osaka,,Education,,03/03/2021,john.smith@lenoxsoft.com,5.) Closed Won,TRUE
4029943,Leora,Jenkins,leora.jenkins@example.com,Cummerata Inc,25/12/2021,Email Marketing,174,B,Marketing Manager,Marketing,New Zealand,Christchurch,,Transportation,,03/03/2021,,2.) MQL,FALSE
4029965,Kaycee,Schimmel,kaycee.schimmel@example.com,Wisoky Inc,31/12/2021,AdWords,174,C+,Account Executive,Sales,Japan,Kōbe,,Health Care,,03/03/2021,,2.) MQL,TRUE
4030315,Nicklaus,Hartmann,nicklaus.hartmann@example.com,Wisoky Group,26/12/2021,Email Marketing,174,B+,VP of Sales,Sales,United States,Chicago,,Education,,03/03/2021,,2.) MQL,FALSE
4030375,Oswald,Abshire,oswald.abshire@example.com,"Kertzmann, Abbott and Harvey",21/12/2021,Website,174,C-,Content Marketing Manager,Marketing,Australia,Newcastle,,Health Care,,03/03/2021,,2.) MQL,TRUE
4030493,Mitchel,Bode,mitchel.bode@example.com,Ankunding-Fisher,10/12/2021,Email Marketing,174,C-,Sales Director,Sales,United States,Birmingham,,Construction,,03/03/2021,,2.) MQL,FALSE
4030957,Alia,Wiegand,alia.wiegand@example.com,Vandervort Ltd,28/12/2021,AdWords,174,B+,Event Marketing Coordinator,Marketing,United States,Birmingham,,Construction,,03/03/2021,,2.) MQL,TRUE
4031203,Walker,Baumbach,walker.baumbach@example.com,Abernathy-Orn,23/12/2021,Referral Program,174,B+,VP of Engineering,Engineering,New Zealand,Wellington,,Manufacturing,,03/03/2021,,2.) MQL,TRUE
4031285,Gabriel,Rogahn,gabriel.rogahn@example.com,Jacobs Inc,25/12/2021,Event Marketing,174,B+,VP of Engineering,Engineering,Australia,Perth,,Agriculture,,03/03/2021,,2.) MQL,TRUE
4031363,Elfrieda,Kihn,elfrieda.kihn@example.com,Huels PLC,31/12/2021,Event Marketing,174,C+,Marketing Manager,Marketing,New Zealand,Auckland,,Real Estate,,03/03/2021,,2.) MQL,TRUE
4032319,Jessica,Corwin,jessica.corwin@example.com,"Corkery, McKenzie and Dietrich",10/12/2021,Social Media Marketing,174,B,CTO,Engineering,United States,Providence,linkedin,Transportation,,03/03/2021,,2.) MQL,FALSE
4032387,Kolby,Bahringer,kolby.bahringer@example.com,Anderson Group,12/12/2021,Referral Program,174,B,Sales Manager,Sales,United States,San Francisco,,Education,,03/03/2021,,2.) MQL,TRUE
4029925,Abbigail,Lang,abbigail.lang@example.com,Friesen Group,18/12/2021,Website,174,A,CFO,Finance,United States,San Antonio,,Hospitality,,03/03/2021,,2.) MQL,TRUE
4031087,Flossie,Ratke,flossie.ratke@example.com,"Keebler, Halvorson and Haley",25/12/2021,Social Media Marketing,174,A,CFO,Finance,Canada,Montreal,Twitter,Food Services,,03/03/2021,,2.) MQL,FALSE
4029699,Autumn,Rolfson,autumn.rolfson@example.com,Bartoletti-Bogisich,29/12/2021,Partner Collabs,173,C+,Content Marketing Manager,Marketing,Australia,Newcastle,,Technology,,03/03/2021,,2.) MQL,TRUE
4030333,Dessie,Sporer,dessie.sporer@example.com,Rodriguez-Hintz,29/12/2021,AdWords,173,B+,VP of Sales,Sales,Canada,Quebec City,,Hospitality,,03/03/2021,,2.) MQL,TRUE
4030355,Van,Murphy,van.murphy@example.com,Lueilwitz LLC,28/12/2021,Email Marketing,173,B+,VP of Sales,Sales,Canada,Vancouver,,Real Estate,,03/03/2021,,2.) MQL,FALSE
4030411,Ariel,Wunsch,ariel.wunsch@example.com,Sawayn Inc,27/11/2021,Website,173,B,Marketing Director,Marketing,United States,Los Angeles,,Education,,03/03/2021,,2.) MQL,TRUE
4030891,Alivia,Keeling,alivia.keeling@example.com,Auer-Koepp,20/11/2021,Email Marketing,173,B-,VP of Engineering,Engineering,United States,Phoenix,,Construction,,03/03/2021,,2.) MQL,FALSE
4031711,Jazmyne,Herman,jazmyne.herman@example.com,Grant-Roob,26/12/2021,AdWords,173,B+,VP of Sales,Sales,United States,Dallas,,Retail,,03/03/2021,,2.) MQL,TRUE
4032237,Chesley,Zemlak,chesley.zemlak@example.com,Gleason Group,22/12/2021,Referral Program,173,C+,Sales Manager,Sales,Canada,Calgary,,Real Estate,,03/03/2021,,2.) MQL,TRUE
4029575,Jeremie,King,jeremie.king@example.com,"Braun, O'Keefe and Flatley",31/12/2021,Event Marketing,172,C+,Marketing Director,Marketing,United Kingdom,Leeds,,Hospitality,,03/03/2021,,2.) MQL,TRUE
4029881,Darwin,Medhurst,darwin.medhurst@example.com,Runte-Ward,20/12/2021,Website,172,B-,VP of Engineering,Engineering,United States,Richmond,,Real Estate,,03/03/2021,,2.) MQL,TRUE
4030019,Kathryn,Bradtke,kathryn.bradtke@example.com,Considine-Crooks,15/12/2021,AdWords,172,B,Content Marketing Manager,Marketing,Canada,Vancouver,,Education,,03/03/2021,,2.) MQL,TRUE
4030185,Declan,Christiansen,declan.christiansen@example.com,"Hansen, Gutmann and Bechtelar",07/12/2021,Product Launch - 2021,172,B+,CFO,Finance,United Kingdom,Belfast,,Real Estate,,03/03/2021,,2.) MQL,FALSE
4030265,Samantha,Bosco,samantha.bosco@example.com,"Maggio, Barrows and McLaughlin",29/12/2021,Product Launch - 2021,172,B,Marketing Director,Marketing,United States,Detroit,,Education,,03/03/2021,,2.) MQL,FALSE
4030905,Reynold,Smith,reynold.smith@example.com,Eichmann-Yundt,31/12/2021,Social Media Marketing,172,B+,COO,Operations,United States,Rochester,linkedin,Health Care,,03/03/2021,,2.) MQL,FALSE
4031423,Juwan,Torp,juwan.torp@example.com,Kreiger-Romaguera,12/12/2021,AdWords,172,B,Sales Director,Sales,Canada,Montreal,,Retail,,03/03/2021,,2.) MQL,TRUE
4032107,Jaydon,Fisher,jaydon.fisher@example.com,"Schmitt, Jenkins and Renner",31/12/2021,Event Marketing,172,C+,Sales Representative,Sales,Japan,Sapporo,,Arts & Entertainment,,03/03/2021,,2.) MQL,TRUE
4032437,Mireya,Romaguera,mireya.romaguera@example.com,Feil-Dietrich,07/12/2021,Event Marketing,172,B,Product Marketing Director,Marketing,Canada,Edmonton,,Finance & Insurance,,03/03/2021,,2.) MQL,TRUE
4030491,Haylie,Frami,haylie.frami@example.com,"Ryan, Greenfelder and Kreiger",22/12/2021,Event Marketing,171,C+,Sales Representative,Sales,United Kingdom,Manchester,,Transportation,,03/03/2021,,2.) MQL,TRUE
4031037,Gerardo,Shields,gerardo.shields@example.com,Wilkinson and Sons,26/12/2021,Email Marketing,171,B-,VP of Marketing,Marketing,Sweden,Stockholm,,Health Care,,03/03/2021,,2.) MQL,FALSE
4031441,Dee,Goldner,dee.goldner@example.com,"Thiel, Padberg and Kub",19/12/2021,AdWords,171,B+,VP of Sales,Sales,United States,Providence,,Manufacturing,,03/03/2021,,2.) MQL,TRUE
4031841,Amira,Oberbrunner,amira.oberbrunner@example.com,Mitchell-Leuschke,01/01/2022,AdWords,171,B,Sales Representative,Sales,United States,Minneapolis,,Education,,03/03/2021,,2.) MQL,TRUE
4032027,Alyson,Sauer,alyson.sauer@example.com,"Quitzon, Rodriguez and Cronin",02/12/2021,AdWords,171,B+,VP of Engineering,Engineering,Australia,Canberra,,Hospitality,,03/03/2021,,2.) MQL,TRUE
4032449,Viola,Stiedemann,viola.stiedemann@example.com,Reinger-Smith,12/12/2021,Social Media Marketing,171,C+,Marketing Manager,Marketing,United Kingdom,Liverpool,linkedin,Construction,,03/03/2021,,2.) MQL,TRUE
4032565,Florian,VonRueden,florian.vonrueden@example.com,Sporer LLC,01/01/2022,Product Launch - 2021,171,C+,Business Development Representative,Sales,Ireland,Cork,,Hospitality,,03/03/2021,,2.) MQL,FALSE
4032425,Margarette,Stiedemann,margarette.stiedemann@example.com,Hand-Ernser,28/12/2021,Social Media Marketing,171,A,CFO,Finance,United States,Kansas City,Twitter,Education,,03/03/2021,,2.) MQL,TRUE
4029897,Aleen,Champlin,aleen.champlin@example.com,Grady-Fadel,31/12/2021,Email Marketing,170,C-,Marketing Manager,Marketing,Australia,Hobart,,Food Services,,03/03/2021,,2.) MQL,FALSE
4030479,Scottie,Powlowski,scottie.powlowski@example.com,Stark-Little,30/12/2021,Referral Program,170,C+,CIO,Engineering,United States,Philadelphia,,Technology,,03/03/2021,,2.) MQL,TRUE
4030501,Lonzo,Koch,lonzo.koch@example.com,Labadie Group,01/01/2022,Social Media Marketing,170,C+,Sales Manager,Sales,United States,Dallas,linkedin,Arts & Entertainment,,03/03/2021,,2.) MQL,TRUE
4030705,Jessica,Shanahan,jessica.shanahan@example.com,Hahn-Leffler,23/12/2021,Email Marketing,170,C+,Services Directors,Services,United States,Jacksonville,,Finance & Insurance,,03/03/2021,,2.) MQL,FALSE
4030845,Keagan,McClure,keagan.mcclure@example.com,"Abshire, Windler and Corwin",05/12/2021,Referral Program,170,B,Sales Director,Sales,Japan,Tokyo,,Hospitality,,03/03/2021,,2.) MQL,TRUE
4030945,Nova,Stamm,nova.stamm@example.com,Casper Group,23/12/2021,Referral Program,170,C+,Product Marketing Manager,Marketing,United States,San Diego,,Education,,03/03/2021,,2.) MQL,TRUE
4030107,Chadrick,Maggio,chadrick.maggio@example.com,Bogisich-Fadel,31/12/2021,Website,169,C-,Sales Representative,Sales,Italy,Rome,,Food Services,,03/03/2021,,2.) MQL,TRUE
4030511,Kathryne,Kerluke,kathryne.kerluke@example.com,"Wilkinson, Lang and Simonis",31/12/2021,Website,169,C+,Sales Manager,Sales,Austria,Vienna,,Arts & Entertainment,,03/03/2021,,2.) MQL,TRUE
4030803,Johnson,Dicki,johnson.dicki@example.com,"Krajcik, Dach and Kshlerin",24/12/2021,Social Media Marketing,169,B+,VP of Marketing,Marketing,United States,Charlotte,linkedin,Education,,19/01/2021,,2.) MQL,TRUE
4030955,Beau,Gleason,beau.gleason@example.com,"Funk, Balistreri and Jones",31/12/2021,AdWords,169,B,Account Executive,Sales,Canada,Edmonton,,Hospitality,,19/01/2021,,2.) MQL,TRUE
4031069,Emma,Ullrich,emma.ullrich@example.com,"Strosin, Steuber and Orn",31/12/2021,Social Media Marketing,169,C+,Customer Service Representative,Services,United States,Atlanta,linkedin,Real Estate,,19/01/2021,,2.) MQL,FALSE
4031405,Trenton,Fritsch,trenton.fritsch@example.com,"Bashirian, Smitham and Kirlin",10/12/2021,Website,169,B,CIO,Engineering,New Zealand,Auckland,,Telecommunications,,19/01/2021,,2.) MQL,TRUE
4032209,Myrna,Konopelski,myrna.konopelski@example.com,"Rau, O'Kon and Reichel",06/12/2021,Email Marketing,169,C-,Sales Director,Sales,United Kingdom,Manchester,,Food Services,,19/01/2021,,2.) MQL,FALSE
4029709,Madie,Ortiz,madie.ortiz@example.com,"Pollich, Casper and Koelpin",31/12/2021,AdWords,169,A,CFO,Finance,United Kingdom,Cardiff,,Technology,,19/01/2021,,2.) MQL,TRUE
4030765,Isidro,Monahan,isidro.monahan@example.com,"Pfannerstill, Heathcote and Koelpin",29/12/2021,AdWords,168,C-,Services Manager,Services,Canada,Vancouver,,Real Estate,,19/01/2021,,2.) MQL,TRUE
4031011,Agustina,Zemlak,agustina.zemlak@example.com,Powlowski PLC,23/12/2021,Email Marketing,168,B,Account Manager,Services,France,Paris,,Transportation,,19/01/2021,,2.) MQL,FALSE
4031015,Rozella,Nolan,rozella.nolan@example.com,"Durgan, D'Amore and Bayer",17/12/2021,Product Launch - 2021,168,C-,Business Development Representative,Sales,United States,Louisville,,Health Care,,19/01/2021,,2.) MQL,FALSE
4031053,Dana,Luettgen,dana.luettgen@example.com,Mosciski-Toy,30/12/2021,Product Launch - 2021,168,C-,CTO,Engineering,Australia,Melbourne,,Agriculture,,19/01/2021,,2.) MQL,FALSE
4032215,Cynthia,Effertz,cynthia.effertz@example.com,Streich Group,31/12/2021,Event Marketing,168,C-,Services Manager,Services,United States,Houston,,Agriculture,,19/01/2021,,2.) MQL,TRUE
4032483,Adrian,Rau,adrian.rau@example.com,Smitham Inc,22/12/2021,Event Marketing,168,C+,Marketing Manager,Marketing,New Zealand,Christchurch,,Transportation,,19/01/2021,,2.) MQL,TRUE
4032515,Malachi,Schulist,malachi.schulist@example.com,Gulgowski-Sanford,24/11/2021,Website,168,B-,VP of Engineering,Engineering,United States,Chicago,,Health Care,,19/01/2021,,2.) MQL,TRUE
4030535,Imogene,Olson,imogene.olson@example.com,"Lind, Barrows and Emard",11/12/2021,Partner Collabs,168,A+,CFO,Finance,New Zealand,Christchurch,,Hospitality,,19/01/2021,,1.) PreMQL,TRUE
4029729,Gia,Veum,gia.veum@example.com,Legros PLC,31/12/2021,Referral Program,167,B+,VP of Engineering,Engineering,United States,New Orleans,,Retail,,19/01/2021,,2.) MQL,TRUE
4029953,Enrico,Abernathy,enrico.abernathy@example.com,Bechtelar-Donnelly,27/12/2021,Email Marketing,167,C+,Sales Representative,Sales,United States,Sacramento,,Transportation,,19/01/2021,,2.) MQL,FALSE
4031495,Sylvia,Cruickshank,sylvia.cruickshank@example.com,Lebsack-Schimmel,12/12/2021,Website,167,C+,CTO,Engineering,United States,Pittsburgh,,Food Services,,19/01/2021,,2.) MQL,TRUE
4031937,Rhiannon,Thompson,rhiannon.thompson@example.com,"Armstrong, Berge and Leannon",30/12/2021,Product Launch - 2021,167,C-,Marketing Director,Marketing,Australia,Canberra,,Health Care,,19/01/2021,,2.) MQL,FALSE
4032167,Antwan,Okuneva,antwan.okuneva@example.com,Mraz Ltd,24/12/2021,Referral Program,167,C+,CIO,Engineering,United States,Cleveland,,Finance & Insurance,,19/01/2021,,2.) MQL,TRUE
4032213,Dasia,Kshlerin,dasia.kshlerin@example.com,Mueller Inc,14/12/2021,AdWords,167,B,Sales Director,Sales,Ireland,Dublin,,Education,,19/01/2021,,2.) MQL,TRUE
4033407,Lauren,Boyle,lboyle@example.com,United Partners,31/12/2021,AdWords,167,B-,"SVP, Technology",IT,United States,Fairfax,,Information Technology,,19/01/2021,,2.) MQL,TRUE
4030271,Ellsworth,Weber,ellsworth.weber@example.com,Mraz PLC,19/12/2021,Product Launch - 2021,166,C+,Services Directors,Services,Germany,Berlin,,Technology,,19/01/2021,,2.) MQL,FALSE
4030831,Teresa,Larson,teresa.larson@example.com,Friesen-Shanahan,31/12/2021,Product Launch - 2021,166,C+,Product Marketing Director,Marketing,Germany,Munich,,Telecommunications,,19/01/2021,,2.) MQL,FALSE
4031223,Frieda,Kassulke,frieda.kassulke@example.com,Schuster-Watsica,30/12/2021,Product Launch - 2021,166,B,Product Marketing Director,Marketing,United States,Salt Lake City,,Finance & Insurance,,19/01/2021,,2.) MQL,FALSE
4031521,Kristin,Barton,kristin.barton@example.com,Padberg LLC,30/12/2021,Event Marketing,166,C-,Marketing Manager,Marketing,Germany,Munich,,Agriculture,,19/01/2021,,2.) MQL,TRUE
4032303,Breana,Johnston,breana.johnston@example.com,Kub and Sons,31/12/2021,Website,166,C+,Business Development Representative,Sales,United States,Charlotte,,Health Care,,19/01/2021,,2.) MQL,TRUE
4032533,Ronny,Herzog,ronny.herzog@example.com,Schowalter-Hauck,31/12/2021,AdWords,166,C+,CIO,Engineering,United States,Oklahoma City,,Education,,19/01/2021,,2.) MQL,TRUE
4029773,Kitty,Funk,kitty.funk@example.com,Schamberger Ltd,31/12/2021,Website,165,C+,CIO,Engineering,Spain,Madrid,,Retail,,19/01/2021,,2.) MQL,TRUE
4030013,Jaylen,Romaguera,jaylen.romaguera@example.com,"Schulist, Erdman and Torphy",01/01/2022,Event Marketing,165,B+,VP of Engineering,Engineering,United States,Jacksonville,,Real Estate,,19/01/2021,,2.) MQL,TRUE
4030179,Otha,Rau,otha.rau@example.com,Treutel Group,29/12/2021,AdWords,165,B,CTO,Engineering,Japan,Kōbe,,Finance & Insurance,,19/01/2021,,2.) MQL,TRUE
4031301,Daisy,Mertz,daisy.mertz@example.com,Runolfsson PLC,01/01/2022,Email Marketing,165,C+,CTO,Engineering,Canada,Winnipeg,,Telecommunications,,19/01/2021,,2.) MQL,FALSE
4032093,Bernardo,Kunze,bernardo.kunze@example.com,"McGlynn, Kassulke and Becker",28/11/2021,AdWords,165,B+,CEO,Operations,United States,Phoenix,,Arts & Entertainment,,19/01/2021,,2.) MQL,TRUE
4032163,Keira,Schulist,keira.schulist@example.com,"Heller, Roob and Beer",17/12/2021,Referral Program,165,C-,CTO,Engineering,United Kingdom,Cardiff,,Construction,,19/01/2021,,2.) MQL,TRUE
4032611,Jayce,Hermann,jayce.hermann@example.com,Baumbach-Spinka,27/12/2021,Website,165,C+,Product Marketing Manager,Marketing,United Kingdom,Aberdeen,,Transportation,,19/01/2021,,2.) MQL,TRUE
4029803,Pink,Heidenreich,pink.heidenreich@example.com,Bartell Inc,31/12/2021,Website,164,C-,Marketing Director,Marketing,United States,Salt Lake City,,Construction,,19/01/2021,,2.) MQL,TRUE
4029885,Kariane,Lang,kariane.lang@example.com,Cummerata-Hettinger,31/12/2021,AdWords,164,C+,Account Executive,Sales,United States,Portland,,Manufacturing,,19/01/2021,,2.) MQL,TRUE
4030439,Santino,Beier,santino.beier@example.com,"Robel, McDermott and Halvorson",28/12/2021,Email Marketing,164,B+,VP of Sales,Sales,United States,Detroit,,Manufacturing,,19/01/2021,,2.) MQL,FALSE
4030927,Braxton,Homenick,braxton.homenick@example.com,Osinski-O'Hara,24/12/2021,Social Media Marketing,164,C-,Account Executive,Sales,Australia,Canberra,linkedin,Food Services,,19/01/2021,,2.) MQL,TRUE
4031137,Kaitlyn,Hand,kaitlyn.hand@example.com,"Langosh, Rempel and Beahan",29/12/2021,Email Marketing,164,C+,Services Directors,Services,United States,Atlanta,,Finance & Insurance,,19/01/2021,,2.) MQL,FALSE
4031205,Era,Koepp,era.koepp@example.com,"Hayes, Yundt and Moore",25/12/2021,Partner Collabs,164,C-,Marketing Director,Marketing,United States,Richmond,,Health Care,,19/01/2021,,2.) MQL,TRUE
4031221,Adrain,Dach,adrain.dach@example.com,Willms Ltd,18/11/2021,Product Launch - 2021,164,C-,Sales Engineer,Sales,United States,Buffalo,,Real Estate,,19/01/2021,,2.) MQL,FALSE
4031789,Monserrate,Hansen,monserrate.hansen@example.com,Hammes-Kessler,31/12/2021,Referral Program,164,C+,Sales Manager,Sales,United States,Hartford,,Manufacturing,,19/01/2021,,2.) MQL,TRUE
4031829,Roderick,Schoen,roderick.schoen@example.com,Walter-Stiedemann,24/12/2021,Event Marketing,164,C-,Customer Service Representative,Services,United States,Charlotte,,Construction,,19/01/2021,,2.) MQL,TRUE
4032113,Melvina,Wunsch,melvina.wunsch@example.com,"Christiansen, Hegmann and Auer",28/12/2021,AdWords,164,A,Event Marketing Coordinator,Marketing,Canada,Hamilton,,Hospitality,,19/01/2021,,2.) MQL,TRUE
4031125,Cristobal,Collier,cristobal.collier@example.com,Simonis and Sons,31/12/2021,Social Media Marketing,163,C+,Marketing Manager,Marketing,Australia,Canberra,Facebook,Education,,19/01/2021,,2.) MQL,FALSE
4032239,Myrtie,Lowe,myrtie.lowe@example.com,"Brekke, Heller and Dickens",05/12/2021,Referral Program,163,C+,Services Manager,Services,Canada,Winnipeg,,Hospitality,,19/01/2021,,2.) MQL,TRUE
4032377,Retha,Haley,retha.haley@example.com,Feil Group,25/12/2021,Partner Collabs,163,B+,CEO,Operations,Germany,Berlin,,Construction,,19/01/2021,,2.) MQL,TRUE
4030627,Blake,Muller,blake.muller@example.com,Koss Inc,22/12/2021,Website,163,A,CEO,Operations,Australia,Canberra,,Manufacturing,,19/01/2021,,2.) MQL,TRUE
4030335,Hayden,Mueller,hayden.mueller@example.com,"Gerhold, Treutel and Considine",14/12/2021,Email Marketing,163,A+,CEO,Operations,Canada,Winnipeg,,Telecommunications,,19/01/2021,,1.) PreMQL,TRUE
4029573,Henry,Welch,henry.welch@example.com,Pfannerstill PLC,31/12/2021,Event Marketing,162,C+,CTO,Engineering,United States,Chicago,,Telecommunications,,19/01/2021,,2.) MQL,TRUE
4029853,Randall,Conn,randall.conn@example.com,Mante-Baumbach,30/12/2021,AdWords,162,C+,Content Marketing Manager,Marketing,Australia,Sydney,,Retail,,19/01/2021,,2.) MQL,TRUE
4030447,Marcelina,Grimes,marcelina.grimes@example.com,"Pouros, West and Terry",28/11/2021,AdWords,162,C+,Product Marketing Director,Marketing,Australia,Gold Coast,,Transportation,,19/01/2021,,2.) MQL,TRUE
4031181,Fausto,Senger,fausto.senger@example.com,Satterfield Group,31/12/2021,Product Launch - 2021,162,B,Marketing Manager,Marketing,United States,Dallas,,Technology,,19/01/2021,,2.) MQL,FALSE
4031659,Ole,Goodwin,ole.goodwin@example.com,Rowe-Koss,31/12/2021,AdWords,162,B+,VP of Marketing,Marketing,United Kingdom,Manchester,,Retail,,19/01/2021,,2.) MQL,TRUE
4031945,Kenya,Lehner,kenya.lehner@example.com,"Macejkovic, Schmeler and Harvey",30/12/2021,Social Media Marketing,162,C+,Sales Representative,Sales,Canada,Ottawa,Facebook,Retail,,19/01/2021,,2.) MQL,FALSE
4032423,Constance,Terry,constance.terry@example.com,"Luettgen, Kulas and Hermiston",22/12/2021,Product Launch - 2021,162,B,Business Development Representative,Sales,United Kingdom,London,,Retail,,19/01/2021,,2.) MQL,FALSE
4031021,Amely,Reilly,amely.reilly@example.com,Kris-Parker,27/12/2021,Social Media Marketing,162,A,COO,Operations,Canada,Halifax,Twitter,Telecommunications,,19/01/2021,,2.) MQL,TRUE
4031353,Timmy,Kshlerin,timmy.kshlerin@example.com,Price LLC,17/12/2021,AdWords,162,A,COO,Operations,Australia,Sydney,,Arts & Entertainment,,19/01/2021,,2.) MQL,TRUE
4029903,Vilma,Funk,vilma.funk@example.com,Ledner Ltd,21/12/2021,Email Marketing,161,C-,Sales Manager,Sales,United States,Denver,,Arts & Entertainment,,19/01/2021,,2.) MQL,FALSE
4030221,Aisha,Keeling,aisha.keeling@example.com,"Okuneva, Hirthe and Morissette",31/12/2021,Email Marketing,161,C+,Product Marketing Director,Marketing,United States,Baltimore,,Education,,19/01/2021,,2.) MQL,FALSE
4030533,Roberto,Oberbrunner,roberto.oberbrunner@example.com,Boyer-Greenfelder,22/12/2021,AdWords,161,B+,VP of Marketing,Marketing,United Kingdom,Belfast,,Hospitality,,19/01/2021,,2.) MQL,TRUE
4030923,Karl,Kessler,karl.kessler@example.com,"Ziemann, O'Keefe and Runolfsdottir",01/01/2022,AdWords,161,C+,Sales Director,Sales,United States,Portland,,Education,,19/01/2021,,2.) MQL,TRUE
4031155,Viva,Breitenberg,viva.breitenberg@example.com,Pollich Ltd,27/12/2021,Email Marketing,161,C+,Product Marketing Director,Marketing,United States,Denver,,Education,,19/01/2021,,2.) MQL,FALSE
4031401,Elias,Kovacek,elias.kovacek@example.com,Stokes Ltd,19/12/2021,Email Marketing,161,C+,Services Manager,Services,Canada,Vancouver,,Manufacturing,,19/01/2021,,2.) MQL,FALSE
4032247,Piper,Weber,piper.weber@example.com,"Schoen, Fisher and Osinski",18/12/2021,Social Media Marketing,161,C-,Marketing Director,Marketing,United Kingdom,Birmingham,Facebook,Health Care,,19/01/2021,,2.) MQL,FALSE
4032321,Stanford,Block,stanford.block@example.com,Volkman-Fay,31/12/2021,Email Marketing,161,C-,Demand Generation Manager,Marketing,Germany,Munich,,Arts & Entertainment,,19/01/2021,,2.) MQL,FALSE
4032357,Taurean,Schaden,taurean.schaden@example.com,"Schroeder, Windler and Gulgowski",23/12/2021,AdWords,161,C+,Content Marketing Manager,Marketing,France,Lyon,,Transportation,,19/01/2021,,2.) MQL,TRUE
4030191,Hannah,Stanton,hannah.stanton@example.com,Spencer-Gulgowski,20/12/2021,Email Marketing,161,A,CEO,Operations,United States,Orlando,,Real Estate,,19/01/2021,,2.) MQL,TRUE
4029737,Gust,Larson,gust.larson@example.com,Kihn-Ondricka,26/12/2021,Social Media Marketing,161,A+,CFO,Finance,United States,San Francisco,Twitter,Finance & Insurance,,19/01/2021,,1.) PreMQL,TRUE
4033073,Larry,Poulton,lpoulton@example.com,Ezzies Wholesale Inc.,01/01/2022,Website,160,C-,Director-Accounting,Services,USA,Olympia,Cold Call,Electronics,,19/01/2021,,2.) MQL,TRUE
4029665,Gideon,Fisher,gideon.fisher@example.com,Schneider Group,30/12/2021,Social Media Marketing,160,C-,Account Executive,Sales,Japan,Kōbe,Facebook,Construction,,19/01/2021,,2.) MQL,TRUE
4029841,Wilton,Kutch,wilton.kutch@example.com,"Hodkiewicz, Turcotte and Vandervort",22/12/2021,Social Media Marketing,160,B+,COO,Operations,New Zealand,Christchurch,Facebook,Health Care,,19/01/2021,,2.) MQL,TRUE
